im1name,im2name,cond,ori,mask,rt,acc,contrast,trialno,staircase
21_eyes.png,78_eyes.png,isod,inv,21_mask.png,1.0782217999949353,0,24,0,1
226_eyes.png,106_eyes.png,isod,up,226_mask.png,0.6906072999991011,1,24,0,1
21-154.png,21-154.png,ss,inv,21_mask.png,0.862647099987953,1,24,0,1
21-154.png,223-209.png,dd,inv,21_mask.png,0.8998441000003368,1,24,0,2
154-21.png,154-78.png,sd,inv,154_mask.png,1.3186314999911701,1,24,0,2
106-31.png,106-31.png,ss,up,106_mask.png,0.5129373999952804,1,24,0,1
78_eyes.png,78_eyes.png,isos,up,78_mask.png,0.5321139000006951,1,24,0,2
78-203.png,214-37.png,dd,inv,78_mask.png,0.82994549999421,0,24,0,2
78-37.png,214-203.png,dd,up,78_mask.png,0.5723624999955064,1,24,0,2
209-21.png,209-78.png,sd,up,209_mask.png,0.708367699990049,1,24,0,1
203_eyes.png,37_eyes.png,isod,up,203_mask.png,0.7031458999990718,1,24,0,2
78-37.png,214-37.png,ds,up,78_mask.png,0.9470854999963194,1,24,0,2
31-226.png,224-226.png,ds,inv,31_mask.png,1.036411399996723,1,24,0,1
31-226.png,31-226.png,ss,up,31_mask.png,0.5860931999923196,1,24,0,2
21-209.png,223-154.png,dd,inv,21_mask.png,0.8897752999910153,0,24,0,1
154-78.png,154-21.png,sd,inv,154_mask.png,0.6941772999998648,1,24,0,1
78_eyes.png,21_eyes.png,isod,up,78_mask.png,0.9368588000070304,1,24,0,1
78-203.png,78-203.png,ss,inv,78_mask.png,0.6578261000104249,1,24,0,2
223-154.png,223-154.png,ss,up,223_mask.png,0.9036133000045083,1,24,0,1
209-21.png,154-21.png,ds,inv,209_mask.png,0.5148057999904267,1,24,0,2
203-214.png,37-224.png,dd,up,203_mask.png,0.6854926999949384,1,24,0,1
203_eyes.png,203_eyes.png,isos,inv,203_mask.png,0.9056472999945981,1,24,0,2
37-224.png,37-224.png,ss,inv,37_mask.png,0.6284219999943161,1,24,0,1
214_eyes.png,224_eyes.png,isod,inv,214_mask.png,0.611109999998007,1,24,0,1
226-163.png,106-31.png,dd,up,226_mask.png,0.7542155999981333,1,24,0,2
37-214.png,203-214.png,ds,inv,37_mask.png,0.955374799988931,1,24,0,2
209_eyes.png,209_eyes.png,isos,inv,209_mask.png,0.5955166000057943,1,24,0,2
154-78.png,209-21.png,dd,up,154_mask.png,0.7152674999961164,1,24,0,1
154-21.png,209-21.png,ds,up,154_mask.png,0.9341548000084003,1,24,0,1
78-37.png,78-203.png,sd,inv,78_mask.png,0.7684538000030443,1,24,0,2
224-106.png,224-226.png,sd,up,224_mask.png,1.4728521999932127,1,24,0,2
163_eyes.png,31_eyes.png,isod,inv,163_mask.png,0.9175378999934765,1,24,0,2
214_eyes.png,224_eyes.png,isod,up,214_mask.png,1.4003691999969305,1,24,0,2
226-31.png,106-31.png,ds,up,226_mask.png,0.7515155000000959,1,24,0,1
106_eyes.png,106_eyes.png,isos,up,106_mask.png,0.8008699999918463,1,24,0,2
226-163.png,106-163.png,ds,up,226_mask.png,0.6880522999999812,1,24,0,2
